Entity	Annotation	Status	Provenance	link
http://rdf.freebase.com/ns/m.06zm69n				=hyperlink("http://rdf.freebase.com/ns/m.06zm69n")
http://dbpedia.org/resource/ASA_toxicity				=hyperlink("http://dbpedia.org/resource/ASA_toxicity")
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000de99934				=hyperlink("http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000de99934")
http://dbpedia.org/resource/ATC_code_A01AD05				=hyperlink("http://dbpedia.org/resource/ATC_code_A01AD05")
http://dbpedia.org/resource/ATC_code_B01AC06				=hyperlink("http://dbpedia.org/resource/ATC_code_B01AC06")
http://dbpedia.org/resource/ATC_code_N02BA01				=hyperlink("http://dbpedia.org/resource/ATC_code_N02BA01")
http://dbpedia.org/resource/ATCvet_code_QA01AD05				=hyperlink("http://dbpedia.org/resource/ATCvet_code_QA01AD05")
http://dbpedia.org/resource/ATCvet_code_QB01AC06				=hyperlink("http://dbpedia.org/resource/ATCvet_code_QB01AC06")
http://dbpedia.org/resource/ATCvet_code_QN02BA01				=hyperlink("http://dbpedia.org/resource/ATCvet_code_QN02BA01")
http://dbpedia.org/resource/Acenterine				=hyperlink("http://dbpedia.org/resource/Acenterine")
http://dbpedia.org/resource/Acesal				=hyperlink("http://dbpedia.org/resource/Acesal")
http://dbpedia.org/resource/Aceticyl				=hyperlink("http://dbpedia.org/resource/Aceticyl")
http://dbpedia.org/resource/Acetisal				=hyperlink("http://dbpedia.org/resource/Acetisal")
http://dbpedia.org/resource/Acetol				=hyperlink("http://dbpedia.org/resource/Acetol")
http://dbpedia.org/resource/Acetonyl				=hyperlink("http://dbpedia.org/resource/Acetonyl")
http://dbpedia.org/resource/Acetophen				=hyperlink("http://dbpedia.org/resource/Acetophen")
http://dbpedia.org/resource/Acetosal				=hyperlink("http://dbpedia.org/resource/Acetosal")
http://dbpedia.org/resource/Acetosalin				=hyperlink("http://dbpedia.org/resource/Acetosalin")
http://dbpedia.org/resource/Acetyl_salicilic_acid				=hyperlink("http://dbpedia.org/resource/Acetyl_salicilic_acid")
http://dbpedia.org/resource/Acetyl_salicylic_acid				=hyperlink("http://dbpedia.org/resource/Acetyl_salicylic_acid")
http://dbpedia.org/resource/Acetylin				=hyperlink("http://dbpedia.org/resource/Acetylin")
http://dbpedia.org/resource/Acetylosalicylic_acid				=hyperlink("http://dbpedia.org/resource/Acetylosalicylic_acid")
http://dbpedia.org/resource/Acetylsal				=hyperlink("http://dbpedia.org/resource/Acetylsal")
http://dbpedia.org/resource/Acetylsalicyclic_acid				=hyperlink("http://dbpedia.org/resource/Acetylsalicyclic_acid")
http://dbpedia.org/resource/Acetylsalicylate				=hyperlink("http://dbpedia.org/resource/Acetylsalicylate")
http://dbpedia.org/resource/Acetylsalicylic				=hyperlink("http://dbpedia.org/resource/Acetylsalicylic")
http://dbpedia.org/resource/Acetylsalicylic_Acid				=hyperlink("http://dbpedia.org/resource/Acetylsalicylic_Acid")
http://dbpedia.org/resource/Acetylsalicylic_acid				=hyperlink("http://dbpedia.org/resource/Acetylsalicylic_acid")
